Date,PnL_Order,PnL_Category,PnL_Line,Entity,BusinessUnit,Prior_Year,Budget,Actual
2024-06-01,14,Operating Expenses,Facilities & Rent,Nordics,Software,-28202,-30257,-30468
2024-06-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Software,-26090,-27736,-26550
2024-06-01,16,Other,Interest Income,Nordics,Software,5671,6051,5896
2024-06-01,17,Other,Interest Expense,Nordics,Software,-13302,-14120,-13405
2024-06-01,18,Other,FX Gain/(Loss),Nordics,Software,6946,7564,7174
2024-06-01,19,Other,Other Income/(Expense),Nordics,Software,9446,10086,9934
2024-06-01,20,Other,Income Tax,Nordics,Software,-42890,-45386,-44146
2024-06-01,1,Revenue,Product Revenue,Nordics,Services,188898,214322,210399
2024-06-01,2,Revenue,Subscription Revenue,Nordics,Services,149240,160742,162781
2024-06-01,3,Revenue,Service Revenue,Nordics,Services,87322,93766,89675
2024-06-01,4,Revenue,Support & Maintenance,Nordics,Services,44518,48223,48522
2024-06-01,5,COGS,Direct Materials,Nordics,Services,-72641,-78669,-78336
2024-06-01,6,COGS,Direct Labor,Nordics,Services,-64174,-72617,-72303
2024-06-01,7,COGS,Cloud & Hosting,Nordics,Services,-33347,-36309,-36929
2024-06-01,8,COGS,Support Delivery,Nordics,Services,-25746,-27232,-27159
2024-06-01,9,Operating Expenses,Sales,Nordics,Services,-51606,-54463,-53461
2024-06-01,10,Operating Expenses,Marketing,Nordics,Services,-41670,-45386,-45783
2024-06-01,11,Operating Expenses,Research & Development,Nordics,Services,-60910,-66566,-63056
2024-06-01,12,Operating Expenses,General & Administrative,Nordics,Services,-35855,-39334,-37337
2024-06-01,13,Operating Expenses,IT & Systems,Nordics,Services,-18631,-21180,-21541
2024-06-01,14,Operating Expenses,Facilities & Rent,Nordics,Services,-16606,-18154,-17550
2024-06-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Services,-14732,-16642,-16809
2024-06-01,16,Other,Interest Income,Nordics,Services,3317,3631,3465
2024-06-01,17,Other,Interest Expense,Nordics,Services,-7756,-8472,-8554
2024-06-01,18,Other,FX Gain/(Loss),Nordics,Services,4050,4539,4287
2024-06-01,19,Other,Other Income/(Expense),Nordics,Services,-5568,-6051,-5713
2024-06-01,20,Other,Income Tax,Nordics,Services,-24325,-27232,-25740
2024-06-01,1,Revenue,Product Revenue,Nordics,Hardware,268765,285763,284232
2024-06-01,2,Revenue,Subscription Revenue,Nordics,Hardware,192652,214322,208628
2024-06-01,3,Revenue,Service Revenue,Nordics,Hardware,110928,125021,122723
2024-06-01,4,Revenue,Support & Maintenance,Nordics,Hardware,58610,64297,61259
2024-06-01,5,COGS,Direct Materials,Nordics,Hardware,-95813,-104892,-100116
2024-06-01,6,COGS,Direct Labor,Nordics,Hardware,-87298,-96823,-98285
2024-06-01,7,COGS,Cloud & Hosting,Nordics,Hardware,-45814,-48412,-47775
2024-06-01,8,COGS,Support Delivery,Nordics,Hardware,-33517,-36309,-34587
2024-06-01,9,Operating Expenses,Sales,Nordics,Hardware,-64174,-72617,-73780
2024-06-01,10,Operating Expenses,Marketing,Nordics,Hardware,-53693,-60515,-57461
2024-06-01,11,Operating Expenses,Research & Development,Nordics,Hardware,-79577,-88755,-83966
2024-06-01,12,Operating Expenses,General & Administrative,Nordics,Hardware,-49502,-52446,-51124
2024-06-01,13,Operating Expenses,IT & Systems,Nordics,Hardware,-25276,-28240,-28720
2024-06-01,14,Operating Expenses,Facilities & Rent,Nordics,Hardware,-21250,-24206,-23013
2024-06-01,15,Operating Expenses,Depreciation & Amort.,Nordics,Hardware,-20762,-22189,-21365
2024-06-01,16,Other,Interest Income,Nordics,Hardware,4277,4841,4759
2024-06-01,17,Other,Interest Expense,Nordics,Hardware,-9893,-11296,-11448
2024-06-01,18,Other,FX Gain/(Loss),Nordics,Hardware,5439,6051,6018
2024-06-01,19,Other,Other Income/(Expense),Nordics,Hardware,7579,8069,7666
2024-06-01,20,Other,Income Tax,Nordics,Hardware,-31967,-36309,-34225
2024-07-01,1,Revenue,Product Revenue,France,Software,663719,735558,701306
2024-07-01,2,Revenue,Subscription Revenue,France,Software,494584,551669,551727
2024-07-01,3,Revenue,Service Revenue,France,Software,297357,321807,308459
2024-07-01,4,Revenue,Support & Maintenance,France,Software,153637,165501,156879
2024-07-01,5,COGS,Direct Materials,France,Software,-236666,-265230,-253692
2024-07-01,6,COGS,Direct Labor,France,Software,-216416,-244827,-242820
2024-07-01,7,COGS,Cloud & Hosting,France,Software,-109375,-122414,-124405
2024-07-01,8,COGS,Support Delivery,France,Software,-83650,-91810,-89827
2024-07-01,9,Operating Expenses,Sales,France,Software,-167039,-183621,-186875
2024-07-01,10,Operating Expenses,Marketing,France,Software,-134428,-153017,-150825
2024-07-01,11,Operating Expenses,Research & Development,France,Software,-204445,-224425,-222724
2024-07-01,12,Operating Expenses,General & Administrative,France,Software,-117375,-132615,-130945
2024-07-01,13,Operating Expenses,IT & Systems,France,Software,-65512,-71408,-71933
2024-07-01,14,Operating Expenses,Facilities & Rent,France,Software,-55198,-61207,-60268
2024-07-01,15,Operating Expenses,Depreciation & Amort.,France,Software,-52537,-56106,-54194
2024-07-01,16,Other,Interest Income,France,Software,11315,12241,12122
2024-07-01,17,Other,Interest Expense,France,Software,-26779,-28563,-28226
2024-07-01,18,Other,FX Gain/(Loss),France,Software,14245,15302,14964
2024-07-01,19,Other,Other Income/(Expense),France,Software,19079,20402,20401
2024-07-01,20,Other,Income Tax,France,Software,-84600,-91810,-93003
2024-07-01,1,Revenue,Product Revenue,France,Services,401288,441335,445194
2024-07-01,2,Revenue,Subscription Revenue,France,Services,311507,331001,328746
2024-07-01,3,Revenue,Service Revenue,France,Services,172089,193084,182554
2024-07-01,4,Revenue,Support & Maintenance,France,Services,90798,99300,98436
2024-07-01,5,COGS,Direct Materials,France,Services,-143568,-159138,-157523
2024-07-01,6,COGS,Direct Labor,France,Services,-135616,-146896,-142925
2024-07-01,7,COGS,Cloud & Hosting,France,Services,-67375,-73448,-74678
2024-07-01,8,COGS,Support Delivery,France,Services,-49006,-55086,-53729
2024-07-01,9,Operating Expenses,Sales,France,Services,-98150,-110172,-111744
2024-07-01,10,Operating Expenses,Marketing,France,Services,-84110,-91810,-90258
2024-07-01,11,Operating Expenses,Research & Development,France,Services,-123319,-134655,-129714
2024-07-01,12,Operating Expenses,General & Administrative,France,Services,-73383,-79569,-80542
2024-07-01,13,Operating Expenses,IT & Systems,France,Services,-38769,-42845,-41814
2024-07-01,14,Operating Expenses,Facilities & Rent,France,Services,-32360,-36724,-36557
2024-07-01,15,Operating Expenses,Depreciation & Amort.,France,Services,-29954,-33664,-32356
2024-07-01,16,Other,Interest Income,France,Services,6491,7345,6978
2024-07-01,17,Other,Interest Expense,France,Services,-15925,-17138,-16905
2024-07-01,18,Other,FX Gain/(Loss),France,Services,8304,9181,9188
2024-07-01,19,Other,Other Income/(Expense),France,Services,-11096,-12241,-11960
2024-07-01,20,Other,Income Tax,France,Services,-51386,-55086,-54924
2024-07-01,1,Revenue,Product Revenue,France,Hardware,536492,588447,595502
2024-07-01,2,Revenue,Subscription Revenue,France,Hardware,410108,441335,444734
2024-07-01,3,Revenue,Service Revenue,France,Hardware,234068,257445,255191
2024-07-01,4,Revenue,Support & Maintenance,France,Hardware,115964,132401,131906
2024-07-01,5,COGS,Direct Materials,France,Hardware,-190843,-212184,-200242
2024-07-01,6,COGS,Direct Labor,France,Hardware,-173234,-195862,-189295
2024-07-01,7,COGS,Cloud & Hosting,France,Hardware,-86785,-97931,-96888
2024-07-01,8,COGS,Support Delivery,France,Hardware,-65919,-73448,-74644
2024-07-01,9,Operating Expenses,Sales,France,Hardware,-135080,-146896,-149221
2024-07-01,10,Operating Expenses,Marketing,France,Hardware,-115716,-122414,-118675
2024-07-01,11,Operating Expenses,Research & Development,France,Hardware,-167652,-179540,-179851
2024-07-01,12,Operating Expenses,General & Administrative,France,Hardware,-98830,-106092,-106143
2024-07-01,13,Operating Expenses,IT & Systems,France,Hardware,-50866,-57126,-55989
2024-07-01,14,Operating Expenses,Facilities & Rent,France,Hardware,-44043,-48965,-46839
2024-07-01,15,Operating Expenses,Depreciation & Amort.,France,Hardware,-42111,-44885,-44949
2024-07-01,16,Other,Interest Income,France,Hardware,8743,9793,9391
2024-07-01,17,Other,Interest Expense,France,Hardware,-20955,-22851,-21641
2024-07-01,18,Other,FX Gain/(Loss),France,Hardware,11478,12241,12054
2024-07-01,19,Other,Other Income/(Expense),France,Hardware,-15009,-16322,-16573
2024-07-01,20,Other,Income Tax,France,Hardware,-64336,-73448,-71153
2024-07-01,1,Revenue,Product Revenue,Germany,Software,820456,882670,846253
2024-07-01,2,Revenue,Subscription Revenue,Germany,Software,580614,662003,626226
2024-07-01,3,Revenue,Service Revenue,Germany,Software,350506,386168,363506
2024-07-01,4,Revenue,Support & Maintenance,Germany,Software,185363,198601,187203
2024-07-01,5,COGS,Direct Materials,Germany,Software,-280387,-318276,-320906
2024-07-01,6,COGS,Direct Labor,Germany,Software,-273870,-293793,-297179
2024-07-01,7,COGS,Cloud & Hosting,Germany,Software,-129353,-146896,-142567
2024-07-01,8,COGS,Support Delivery,Germany,Software,-103563,-110172,-104685
2024-07-01,9,Operating Expenses,Sales,Germany,Software,-207735,-220345,-221850
2024-07-01,10,Operating Expenses,Marketing,Germany,Software,-172360,-183621,-183422
2024-07-01,11,Operating Expenses,Research & Development,Germany,Software,-238227,-269310,-254434
2024-07-01,12,Operating Expenses,General & Administrative,Germany,Software,-141785,-159138,-161617
2024-07-01,13,Operating Expenses,IT & Systems,Germany,Software,-79664,-85690,-84880
2024-07-01,14,Operating Expenses,Facilities & Rent,Germany,Software,-66954,-73448,-73904
2024-07-01,15,Operating Expenses,Depreciation & Amort.,Germany,Software,-61064,-67328,-67369
2024-07-01,16,Other,Interest Income,Germany,Software,13465,14690,14854
2024-07-01,17,Other,Interest Expense,Germany,Software,-30856,-34276,-32358
2024-07-01,18,Other,FX Gain/(Loss),Germany,Software,16777,18362,18139
2024-07-01,19,Other,Other Income/(Expense),Germany,Software,-22436,-24483,-23654
2024-07-01,20,Other,Income Tax,Germany,Software,-99353,-110172,-106460
2024-07-01,1,Revenue,Product Revenue,Germany,Services,490396,529602,507055
2024-07-01,2,Revenue,Subscription Revenue,Germany,Services,374482,397202,389092
2024-07-01,3,Revenue,Service Revenue,Germany,Services,203040,231701,234019
2024-07-01,4,Revenue,Support & Maintenance,Germany,Services,107866,119160,115429
2024-07-01,5,COGS,Direct Materials,Germany,Services,-171968,-190965,-193345
2024-07-01,6,COGS,Direct Labor,Germany,Services,-166731,-176276,-170554
2024-07-01,7,COGS,Cloud & Hosting,Germany,Services,-77828,-88138,-87640
2024-07-01,8,COGS,Support Delivery,Germany,Services,-58152,-66103,-64406
2024-07-01,9,Operating Expenses,Sales,Germany,Services,-117080,-132207,-131686
2024-07-01,10,Operating Expenses,Marketing,Germany,Services,-97134,-110172,-111618
2024-07-01,11,Operating Expenses,Research & Development,Germany,Services,-152306,-161586,-154693
2024-07-01,12,Operating Expenses,General & Administrative,Germany,Services,-89749,-95483,-94447
2024-07-01,13,Operating Expenses,IT & Systems,Germany,Services,-48200,-51414,-50023
2024-07-01,14,Operating Expenses,Facilities & Rent,Germany,Services,-41674,-44069,-42621
2024-07-01,15,Operating Expenses,Depreciation & Amort.,Germany,Services,-35984,-40397,-40819
2024-07-01,16,Other,Interest Income,Germany,Services,7837,8814,8751
2024-07-01,17,Other,Interest Expense,Germany,Services,-19510,-20566,-19435
2024-07-01,18,Other,FX Gain/(Loss),Germany,Services,9801,11017,11111
2024-07-01,19,Other,Other Income/(Expense),Germany,Services,13734,14690,14824
2024-07-01,20,Other,Income Tax,Germany,Services,-61487,-66103,-64497
2024-07-01,1,Revenue,Product Revenue,Germany,Hardware,647648,706136,711359
2024-07-01,2,Revenue,Subscription Revenue,Germany,Hardware,466262,529602,520413
2024-07-01,3,Revenue,Service Revenue,Germany,Hardware,282923,308935,306854
2024-07-01,4,Revenue,Support & Maintenance,Germany,Hardware,148728,158881,150570
2024-07-01,5,COGS,Direct Materials,Germany,Hardware,-236823,-254620,-251378
2024-07-01,6,COGS,Direct Labor,Germany,Hardware,-210436,-235034,-227936
2024-07-01,7,COGS,Cloud & Hosting,Germany,Hardware,-104954,-117517,-116923
2024-07-01,8,COGS,Support Delivery,Germany,Hardware,-79858,-88138,-83186
2024-07-01,9,Operating Expenses,Sales,Germany,Hardware,-161706,-176276,-168491
2024-07-01,10,Operating Expenses,Marketing,Germany,Hardware,-133712,-146896,-147782
2024-07-01,11,Operating Expenses,Research & Development,Germany,Hardware,-191145,-215448,-204513
2024-07-01,12,Operating Expenses,General & Administrative,Germany,Hardware,-119418,-127310,-123023
2024-07-01,13,Operating Expenses,IT & Systems,Germany,Hardware,-62756,-68552,-65968
2024-07-01,14,Operating Expenses,Facilities & Rent,Germany,Hardware,-52355,-58759,-57559
2024-07-01,15,Operating Expenses,Depreciation & Amort.,Germany,Hardware,-48827,-53862,-54442
2024-07-01,16,Other,Interest Income,Germany,Hardware,10808,11752,11148
2024-07-01,17,Other,Interest Expense,Germany,Hardware,-25207,-27421,-26722
2024-07-01,18,Other,FX Gain/(Loss),Germany,Hardware,12961,14690,14898
2024-07-01,19,Other,Other Income/(Expense),Germany,Hardware,17416,19586,19751
2024-07-01,20,Other,Income Tax,Germany,Hardware,-82788,-88138,-88109
2024-07-01,1,Revenue,Product Revenue,United Kingdom,Software,607056,662003,668446
2024-07-01,2,Revenue,Subscription Revenue,United Kingdom,Software,469456,496502,472160
2024-07-01,3,Revenue,Service Revenue,United Kingdom,Software,270650,289626,291198
2024-07-01,4,Revenue,Support & Maintenance,United Kingdom,Software,134499,148951,141344
2024-07-01,5,COGS,Direct Materials,United Kingdom,Software,-211946,-238707,-230984
2024-07-01,6,COGS,Direct Labor,United Kingdom,Software,-196172,-220345,-219185
2024-07-01,7,COGS,Cloud & Hosting,United Kingdom,Software,-102834,-110172,-105884
2024-07-01,8,COGS,Support Delivery,United Kingdom,Software,-76080,-82629,-79319
2024-07-01,9,Operating Expenses,Sales,United Kingdom,Software,-149137,-165258,-159482
2024-07-01,10,Operating Expenses,Marketing,United Kingdom,Software,-130040,-137715,-129913
2024-07-01,11,Operating Expenses,Research & Development,United Kingdom,Software,-186998,-201983,-195863
2024-07-01,12,Operating Expenses,General & Administrative,United Kingdom,Software,-106018,-119353,-116102
2024-07-01,13,Operating Expenses,IT & Systems,United Kingdom,Software,-57831,-64267,-61565
2024-07-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Software,-51838,-55086,-55089
2024-07-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Software,-46390,-50496,-50298
2024-07-01,16,Other,Interest Income,United Kingdom,Software,9667,11017,11053
2024-07-01,17,Other,Interest Expense,United Kingdom,Software,-23047,-25707,-24500
2024-07-01,18,Other,FX Gain/(Loss),United Kingdom,Software,-12735,-13772,-13222
2024-07-01,19,Other,Other Income/(Expense),United Kingdom,Software,-16620,-18362,-18111
2024-07-01,20,Other,Income Tax,United Kingdom,Software,-77632,-82629,-78132
2024-07-01,1,Revenue,Product Revenue,United Kingdom,Services,373320,397202,401720
2024-07-01,2,Revenue,Subscription Revenue,United Kingdom,Services,262393,297901,294607
2024-07-01,3,Revenue,Service Revenue,United Kingdom,Services,154794,173776,175737
2024-07-01,4,Revenue,Support & Maintenance,United Kingdom,Services,82900,89370,89300
2024-07-01,5,COGS,Direct Materials,United Kingdom,Services,-129949,-143224,-143734
2024-07-01,6,COGS,Direct Labor,United Kingdom,Services,-117677,-132207,-126161
2024-07-01,7,COGS,Cloud & Hosting,United Kingdom,Services,-60204,-66103,-64174
2024-07-01,8,COGS,Support Delivery,United Kingdom,Services,-43941,-49578,-49808
2024-07-01,9,Operating Expenses,Sales,United Kingdom,Services,-89382,-99155,-98436
2024-07-01,10,Operating Expenses,Marketing,United Kingdom,Services,-74829,-82629,-80983
2024-07-01,11,Operating Expenses,Research & Development,United Kingdom,Services,-109068,-121190,-114327
2024-07-01,12,Operating Expenses,General & Administrative,United Kingdom,Services,-65325,-71612,-68495
2024-07-01,13,Operating Expenses,IT & Systems,United Kingdom,Services,-34452,-38560,-38687
2024-07-01,14,Operating Expenses,Facilities & Rent,United Kingdom,Services,-30408,-33052,-33466
2024-07-01,15,Operating Expenses,Depreciation & Amort.,United Kingdom,Services,-28393,-30297,-30263
2024-07-01,16,Other,Interest Income,United Kingdom,Services,5997,6610,6373
2024-07-01,17,Other,Interest Expense,United Kingdom,Services,-14526,-15424,-15275
2024-07-01,18,Other,FX Gain/(Loss),United Kingdom,Services,-7517,-8263,-8191
2024-07-01,19,Other,Other Income/(Expense),United Kingdom,Services,-9750,-11017,-11120
2024-07-01,20,Other,Income Tax,United Kingdom,Services,-44884,-49578,-47990
2024-07-01,1,Revenue,Product Revenue,United Kingdom,Hardware,497499,529602,531961
2024-07-01,2,Revenue,Subscription Revenue,United Kingdom,Hardware,358788,397202,398873
2024-07-01,3,Revenue,Service Revenue,United Kingdom,Hardware,203857,231701,229867
2024-07-01,4,Revenue,Support & Maintenance,United Kingdom,Hardware,112608,119160,120333
2024-07-01,5,COGS,Direct Materials,United Kingdom,Hardware,-180288,-190965,-180273
2024-07-01,6,COGS,Direct Labor,United Kingdom,Hardware,-163604,-176276,-173546
2024-07-01,7,COGS,Cloud & Hosting,United Kingdom,Hardware,-81527,-88138,-85108
2024-07-01,8,COGS,Support Delivery,United Kingdom,Hardware,-62499,-66103,-64944
2024-07-01,9,Operating Expenses,Sales,United Kingdom,Hardware,-118317,-132207,-124597
2024-07-01,10,Operating Expenses,Marketing,United Kingdom,Hardware,-100985,-110172,-106013
2024-07-01,11,Operating Expenses,Research & Development,United Kingdom,Hardware,-147216,-161586,-160557
